"","win_1970","win_1971","win_1972","win_1973","win_1974","win_1975","win_1976","win_1977","win_1978","win_1979","win_1980","win_1981","win_1982","win_1983","win_1984","win_1985","win_1986","win_1987","win_1988","win_1989","win_1990","win_1991","win_1992","win_1993","win_1994","win_1995","win_1996","win_1997","win_1998","win_1999","win_2000","win_2001","win_2002","win_2003","win_2004","win_2005","win_2006","win_2007","win_2008","win_2009","win_2010","win_2011","win_2012","win_2013","win_2014","win_2015","win_2016","win_2017","win_2018","win_2019","win_2020","species"
"Lycopus europaeus",58503.4710285973,268091.93164667,580138.736558925,580138.736558925,328040.888535109,328040.888535109,27248.8528272232,5742.00937164192,2,13385.2523938751,13385.2523938751,241388.69243797,241388.69243797,2,1,2,1,1,1,2,1,558350.190421417,558350.190421417,1720036.41258117,1720036.41258117,1720036.41258117,1330816.10282233,1330816.10282233,21875.5737230889,122056.709013223,309360.50952417,277310.135558252,277310.135558252,331718.514396265,74872.4942918091,516057.432555403,608486.581025929,608486.581025929,524578.808379316,336917.740245252,174363.33418468,2,5.83202309613228,384772.37713949,2120740.06889498,2082861.13452774,4299294.14076965,4304235.61617761,4128993.32656163,3515209.93751736,3515209.93751736,"Lycopus europaeus"
"Dianthus armeria",NA,2,5.5618356797576,7754.91680943598,7754.91680943598,1625381.92041798,1625381.92041798,3258557.21198129,2280028.58487591,2375849.03559872,267744.865195523,267744.865195523,23081.0810255218,23081.0810255218,NA,NA,NA,1,1,1,1,1871.30986606445,2,2,2,264.693252808952,2,2,2,2,2,1,2,783433.288778154,783433.288778154,766678.196562138,766678.196562138,1279658.08364714,1154651.95584774,1817949.90984746,1127809.13737827,2202626.98087086,1530514.02251734,2747143.45077142,2050842.3210918,3474315.29678604,4877360.72832054,5207114.15090684,5086836.6207709,5199602.60084085,4623946.71287262,"Dianthus armeria"
"Sorbaria sorbifolia",NA,1,1,1,1,1,NA,NA,NA,269766.823917221,269766.823917221,269766.823917221,269766.823917221,269766.823917221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3531.56488560715,3531.56488560715,248824.822102761,248824.822102761,6177024.54040197,5949379.895873,9485783.78715803,9529604.43111772,10352195.0832533,2080231.7919592,2080231.7919592,700740.426309279,1773853.3121768,23959128.2260743,24383034.9251134,25825697.5244708,27350018.1725716,29620981.781704,22151042.5302578,"Sorbaria sorbifolia"
"Galinsoga quadriradiata",1,0,0,0,2,2,NA,1,1,2,2,2,1,1,NA,NA,NA,1,1,1,1,1,2,2,2,2,27603.6249478408,1,1,1,1,1,1,1,1,1,NA,2,649540.868147302,671887.049696289,780079.781751501,1607332.47520126,221564.793840405,150055.364460181,2562753.43303497,3001575.56246934,3566863.65074054,3899595.55115518,9518778.32037269,10043990.5291399,10043990.5291399,"Galinsoga quadriradiata"
"Ribes rubrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,282.351966642094,14236.1852720239,16659.4471650243,13138.9949137365,13138.9949137365,7927.88990525446,81866.4574949288,2253711.36204647,3816295.6056781,4231613.73228755,4391939.36416276,4392165.40715574,"Ribes rubrum"
"Potamogeton crispus",NA,0,0,0,0,131020.830866177,2,2,2,83982.1803736145,1,2,942654.412397775,942654.412397775,590939.460574335,590939.460574335,0,NA,1,1,1,1,1,1,1,457545.229337912,457545.229337912,457545.229337912,314130.473099473,314130.473099473,2,NA,NA,NA,NA,2,2,0,296627.318620889,296627.318620889,2,2,2,1,2,2,60498.7634596008,255658.021573672,946566.518513622,1095205.41492205,1095205.41492205,"Potamogeton crispus"
"Phasianus colchicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,2,7783753.41721882,8228927.546998,10587803.884952,10647182.0881003,6775143.07514491,3165119.55687226,"Phasianus colchicus"
"Silene noctiflora",37154.038535304,37154.038535304,36883.4608640034,4558360.6703613,7035589.56652744,14759432.0146079,14966495.6984773,14966495.6984773,12302425.0081111,13816273.2986787,5725502.29256712,14000127.8013798,17286693.0093841,17178041.8440902,10660362.4743975,155831.096728689,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1957739.23427493,1957739.23427493,1957739.23427493,1928607.75573186,12943600.9499109,5637046.16872991,5637046.16872991,5663248.74582885,2258596.58284308,"Silene noctiflora"
"Setaria viridis",5438718.03571631,6118707.53487178,5886740.89774572,1650401.39365516,2352407.1179885,2491310.8324339,2362843.31648971,4060608.63219793,4144371.15414888,16478182.202134,16503543.8295298,16545203.556972,24366110.6157673,24366110.6157673,20002558.6894826,17002712.3651307,16646027.7827493,2128338.47542135,1627777.28368883,1616302.70249811,1616302.70249811,1567009.46504911,1498622.11503481,0,2,2212834.58235007,2212834.58235007,2212834.58235007,1689784.27869193,1689784.27869193,1166327.09145574,12594828.6353225,12594828.6353225,11962558.4455144,14402805.5223417,14402805.5223417,1053001.95718015,1758337.71237263,309954.720643777,84127.9874276583,324508.061052548,2816139.93431209,3433861.05474996,3781369.93808164,14240199.6362687,16873497.7171347,23561233.6955553,23282991.8534658,23282991.8534658,23282991.8534658,13566367.5968291,"Setaria viridis"
"Medicago sativa",410945.533641619,8640656.34888269,8640656.34888269,8592791.42953318,8854609.65553637,8854609.65553637,9813517.05531514,16478500.0584777,10563180.720528,10560422.2640985,6128605.01762573,2886573.60126219,1693885.0694555,104292.609993259,54876.8811171443,NA,NA,1,1,1,1,2,1,1,1946966.49466568,1946966.49466568,2,2,2,1,1,255774.176480444,272586.328249564,24018957.0270622,25893460.7503118,25893460.7503118,34587057.0744647,31505636.4812996,12847865.6967188,12020259.4784712,12020259.4784712,1481493.33731543,345060.593655054,164102.896767004,1599731.28834773,18155797.0088972,27985132.8434371,28523139.4844127,30107581.5151237,30725200.592627,27393767.506141,"Medicago sativa"
"Origanum vulgare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1292757.86423829,17049419.8286081,21529909.9344421,23388644.879166,23388644.879166,22439392.0947476,"Origanum vulgare"
"Atriplex patula",1.37472611789107,8620.68200216264,38618657.0453938,38618657.0453938,38618657.0453938,38618657.0453938,35578405.7258195,5409140.43933634,6706395.31180069,16193653.8769659,16239170.110106,31342290.9166443,33539154.200191,33539154.200191,69152753.4731301,61362230.2592349,24844803.7800658,20983827.5918323,6234216.64144501,4553841.10941886,67675455.7510101,67675455.7510101,2,1,1,NA,NA,NA,NA,NA,1,258627.625087512,258627.625087512,258627.625087512,258627.625087512,256325.413001618,1,1555007.94860217,1613469.83496295,1613469.83496295,1613469.83496295,523784.010375037,1255.97227469443,1,1,1,NA,2,3719090.20039775,4026611.7795252,4026611.7795252,"Atriplex patula"
"Hylotelephium purpureum",2,2,1,NA,NA,NA,1,2,2,2,548042.976957257,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2120505.54220469,2120505.54220469,2120505.54220469,2120505.54220469,1,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylotelephium purpureum"
"Eriochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.24371493751407,3.24371493751407,3.24901626260895,0.00530132509488612,0.00265065867174417,0.00265065867174417,51.0785472556263,51.0785472556263,30247.2584378994,30247.2584378994,30247.2584378994,30247.2584378994,30247.2584378994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eriochloa villosa"
"Trifolium incarnatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2670394.2449113,2670394.2449113,"Trifolium incarnatum"
"Euonymus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,539.46762804578,224242.408283297,457949.29551364,458591.418294103,1478079.54612783,1478027.27193454,"Euonymus europaeus"
"Dianthus barbatus",1,1,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,2,2,0,2139149.94456603,13808602.9644401,16308018.3638355,20210495.9819407,20297529.5776908,19952477.3172387,"Dianthus barbatus"
"Pinus sylvestris",NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1141324.1767206,1141324.1767206,107056.374536862,107056.374536862,107056.374536862,1,4502370.68302363,5650051.71087783,7873536.28326885,8748547.02049614,18144038.4289492,18032422.3355885,16176778.1899255,13192263.7235087,"Pinus sylvestris"
"Campanula glomerata",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,2888213.98441792,4104197.52522726,4104197.52522726,7751446.07439712,7751446.07439712,"Campanula glomerata"
"Brassica rapa",5465394.28740137,6355682.89986655,6355682.89986655,21680215.4944859,22797245.851656,6702370.37783304,8894878.24977018,10712991.5817876,9766524.34070996,9369109.09192504,9369109.09192504,9384871.7244364,9190491.84889368,7087293.26346452,5188786.90583957,177.843401879644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6058981.25123368,2404824.5317452,2404824.5317452,2404824.5317452,3374606.82657212,2,61459.5498980465,61459.5498980465,61459.5498980465,2,"Brassica rapa"
"Sisymbrium officinale",2,26847.1464638516,26847.1464638516,183.317255164909,974.724793793296,7646.74105299101,7111.81297670317,708799.325123894,1079302.91531614,3635631.59953998,3511330.71833345,3511330.71833345,3458138.47633452,3246498.69450549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,183618.035874402,183618.035874402,402832.793256433,402832.793256433,866245.22123217,947040.015426494,947040.015426494,"Sisymbrium officinale"
"Trapa natans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,668952.006349863,668952.006349863,"Trapa natans"
"Echinochloa crus-galli",2275267.14657726,2372216.76930158,3315015.45896936,2857208.26285908,948114.723882914,1050541.8250977,1695805.24054038,2107493.74724614,2231705.22273953,9806638.45953744,10005123.3637139,19115298.9012397,20518725.7714887,20518725.7714887,13896697.9467209,10749614.0922902,9326696.69769785,6726696.4406511,988356.7911544,988356.7911544,745975.583870479,745975.583870479,745975.583870479,110120.665061578,110120.665061578,110120.665061578,1,1,NA,NA,NA,1,2,2096185.43477737,3382286.63275951,3382286.63275951,1332185.71348786,1207231.32676906,1207231.32676906,1207231.32676906,1207231.32676906,995262.105240495,NA,NA,6868527.41899605,8892046.86256617,9496602.76472974,9496602.76472974,9496602.76472974,3986990.1701249,3851075.56815934,"Echinochloa crus-galli"
"Agrilus planipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5185.14215560646,5530.08371439247,164992.763143856,164992.763143856,361158.986363335,2297088.71678081,2423719.28174459,2491458.97881401,4177405.4826155,4022869.61916813,"Agrilus planipennis"
"Tinca tinca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.0079149011597,310811.227985046,320262.698443985,320262.698443985,239979.325933774,240785.343170368,260049.220047916,"Tinca tinca"
"Ameiurus nebulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3677.06593273849,82309.6966333366,82309.6966333366,6403.08515382004,2,1,10823.5930141664,9300867.69448951,9300867.69448951,15101857.3472511,15241242.8445164,18525849.6953698,21755658.5867477,22263544.6316712,22151788.8353308,23193581.9656376,22855415.8524123,"Ameiurus nebulosus"
"Persicaria persicaria",4183424.54861738,4617350.41210309,18219888.7812032,18105214.2936939,18220258.6524071,21594043.7136077,12622955.1033891,11319176.714554,13419523.4265614,20146171.6681474,19774326.2363817,21749167.1719151,21963926.3171983,23560255.7247376,36147635.4204824,35421412.2872247,34476141.0764142,32044002.8793793,21626583.8918782,15722715.1904943,14963450.7473211,13631487.1657291,10477438.0380694,13315383.9759633,5428753.4956137,5428753.4956137,21612325.8282477,5689538.94655298,4322783.80584293,3590400.2707531,26081449.8285626,5706575.31424174,7117771.39600716,7117771.39600716,7117771.39600716,1863069.29047332,1644870.87215771,2505123.81220981,2505123.81220981,2505123.81220981,2505123.81220981,716714.791306216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Persicaria persicaria"
"Chenopodium album",NA,NA,NA,NA,NA,NA,NA,NA,1472317.5210253,13078964.52876,13078964.52876,25917161.7832038,29274826.2001157,29313769.358361,28312699.4911941,28312699.4911941,24698527.9760836,33569711.0994829,27333751.8339791,27333751.8339791,27126202.0777889,26568205.9249241,343.688868996453,343.688868996453,96088.9803711941,96088.9803711941,12323303.0836516,12323303.0836516,12323303.0836516,11321252.1246718,24257469.7233781,45060.1399975937,45060.1399975937,44736666.7648822,47557482.9069068,47958510.0109696,47958510.0109696,48571486.3239232,1238227.0364738,765602.211560218,755624.072609188,755624.072609188,137063.045325159,160871.63619682,7705531.73984025,16673331.94989,18127705.3577568,11441360.2644418,11441360.2644418,11597986.1222349,8225544.05638921,"Chenopodium album"
"Digitaria ischaemum",3946406.54494135,12219788.3734891,12219788.3734891,10367374.218745,10438296.7045567,8186097.8788134,1510364.80381057,3920973.63912928,2103597.44855247,16581226.7875309,16581226.7875309,16581226.7875309,16266261.8572546,16225442.4434958,3328078.09869642,449895.933861871,460921.058435095,460921.058435095,2,2,2,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,2,13468012.3277794,10887572.7974369,13026864.4029001,13230056.2007096,5046520.06804796,"Digitaria ischaemum"
"Myriophyllum spicatum",1,1193506.59072744,401608.37646987,401608.37646987,443762.77506749,1352555.46743737,1277429.03483311,1277429.03483311,1277429.03483311,1198707.72030837,114330.614630371,1240053.69500734,1240053.69500734,1701895.43800551,1118018.86796155,1320478.58582114,2562324.97081835,2562324.97081835,1301795.68737681,1301795.68737681,482486.066259564,1,1,2,1,2,1470161.65207252,1470161.65207252,1834905.02769081,1834905.02769081,71776.7789332306,2,2,454332.305065666,454332.305065666,454332.305065666,454332.305065666,832362.90401834,2,2,2,58684.1551186279,2022016.99556848,5746117.77065659,16176045.216989,16470680.8807752,16342287.1477454,16867625.934263,10872191.9866083,11453457.3741724,11453457.3741724,"Myriophyllum spicatum"
"Acorus calamus",9009033.80725453,16016672.5080377,16016672.5080377,16016672.5080377,4940763.73339601,3237449.4177231,35021.7429505768,7288038.29100651,7288038.29100651,4843537.0563356,4843537.0563356,2649712.22736373,1,2,2,2,936457.748663243,936457.748663243,2,1,1,1,1,2,40883.2974624054,40883.2974624054,2,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,1,1,2,146027.649382092,146027.649382092,2,461528.996555286,438907.700608305,2,3688516.63102843,3688516.63102843,"Acorus calamus"
"Lepomis gibbosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4364.79349946289,913886.880894577,2757831.42299207,2757831.42299207,3891928.18082765,9911469.07394506,11033755.1287648,12600508.170496,12895188.4352232,13081575.1894035,13095788.2362675,12911785.4966719,12806344.2492534,"Lepomis gibbosus"
"Galinsoga ciliata",6.48437148246765,6.48437148246765,105149.446592597,105149.446592597,1213986.16513395,1352983.65117166,1397233.82236296,1690463.99713327,2424492.09174889,6311324.78665426,6123343.71626575,6123343.71626575,14559624.5488061,14317450.3462901,8789731.72260643,179826.622071209,179826.622071209,1,758709.572906223,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galinsoga ciliata"
"Agrostis gigantea",2760796.4685558,3381377.57556435,4436320.06517391,4436320.06517391,3348743.93725891,3330409.91301813,13642789.9165734,16821264.1262585,20634273.0216812,22158054.1174683,24873559.4677791,19334965.8425711,19334965.8425711,19288756.7188941,17684297.8238583,2,1,2,1896666.25537651,119237.142345471,119237.142345471,119237.142345471,11702.0282500984,NA,2,2,0,0,0,2,2,1,1,1,1,1,1,1,2,2,8523113.78950584,8974594.09349028,8974594.09349028,107955.763266843,478342.058105859,1652322.32995931,5598699.0109178,5608712.78552852,5608712.78552852,14193914.6590332,9947883.81019939,"Agrostis gigantea"
"Stachys palustris",278919.763829547,2419972.72213833,4128401.94706655,5972649.66604676,10042815.2394801,10042815.2394801,5750875.8083092,6848758.4054865,3182045.19680049,358919.203159598,1551471.48511265,9620635.73512761,8073735.56327007,8073735.56327007,8073735.56327007,4490381.35029895,2,2,2,2,2,2,1,2,5178.33245307999,292625.747274512,16469.9323811127,241931.193532071,444463.450072003,444463.450072003,2,2,2,1,1,1,1,1,2,3603624.94218127,3603624.94218127,6034894.39165304,6034894.39165304,7390615.72317383,6655327.99654779,11286189.24927,9541742.07561724,25420214.6294321,25532666.7236322,25532666.7236322,18302720.607616,"Stachys palustris"
"Esox lucius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,10846232.1989284,13737524.7790648,19495701.3974126,19806866.8483401,11594645.3643817,13031820.1004161,27060455.4235063,47705913.3569096,47841507.4700006,58270973.8891565,61265919.3416179,60897748.0908397,62684640.7586375,62648706.0928484,"Esox lucius"
"Veronica filiformis",NA,NA,NA,NA,NA,NA,NA,NA,10.1621206814289,16.7106995245934,16.7106995245934,16.7106995245934,16.7106995245934,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6897.59977999268,493501.789778513,493501.789778513,493501.789778513,264008.299115768,"Veronica filiformis"
"Cannabis sativa",NA,NA,1,1,1,1,1,NA,2,153356.770758289,153356.770758289,153356.770758289,153356.770758289,89627.2856333496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,29310.4044483826,127870.666408288,134927.336398466,134927.336398466,"Cannabis sativa"
"Galium verum",NA,NA,NA,NA,1,1,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,226925.592184113,226925.592184113,226925.592184113,3176436.56805098,2,2,2,2,1,4618758.22476433,78933.2865708049,85724.1368993338,4758785.2853511,4758785.2853511,"Galium verum"
"Viburnum lantana",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,1,55325.7693766174,117649.207540521,120248.477860597,195260.226281013,6408648.94864425,6422313.66677135,7062252.67412663,8381148.24842152,6457728.05886245,7964233.24307493,"Viburnum lantana"
"Vicia sepium",14070.2837501639,14070.2837501639,21976.5443719267,333.135500864983,332.385113240123,619.702259921736,5331.26775089502,9010.41991114807,6985.88598045044,200805.605885544,200805.605885544,49608.9458676605,2,2,NA,NA,NA,1,2,2,2,2,1,NA,1310.39042507095,10994.3108735517,10994.3108735517,10994.3108735517,10994.3108735517,3319.28070631485,2,119452.460762444,133781.514344713,133781.514344713,5706.24870113983,243014.039303862,2,28623.2560837757,28632.9906262232,41601.0911481358,1041.76255406083,44319.5752278921,44280.919706575,2,1,241140.830691701,207526.760310063,655416.858270215,737481.514104065,7248633.25927712,6038365.51172786,"Vicia sepium"
"Filipendula ulmaria",19215.9433609139,19215.9433609139,NA,1,1,1,2,291321.008387714,120761.901218074,120761.901218074,306492.248957165,177043.315492713,899970.667029133,14112713.4827551,14112713.4827551,12993413.8106072,12993413.8106072,174864.148423665,2,2,NA,1,1,2,23532.9975040176,23532.9975040176,11342.0191954285,11342.0191954285,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,343464.712670184,343464.712670184,6785228.7155919,6906696.76486605,11329279.582641,11299743.8913482,12769248.1683472,10403372.5655678,"Filipendula ulmaria"
"Esox niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,2,2,2,2,2,NA,1,2,9630.96311521759,9630.96311521759,9630.96311521759,2,2,2,22685.0089962903,89868.3822618607,89868.3822618607,"Esox niger"
"Digitalis purpurea",NA,NA,NA,2,2,2,2,2,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022456.5323469,2727022.14098677,2727022.14098677,9044686.36493314,9388371.17403475,7727675.18036707,"Digitalis purpurea"
"Melissa officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,696882.64705292,696882.64705292,3042284.08238499,3045307.89402326,3045307.89402326,"Melissa officinalis"
"Caragana arborescens",2,2,2,579.242314468002,579.242314468002,1,2,2,1,1,1,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,148707.147540729,4188092.43059425,4202278.01553123,24133460.1118641,24399775.5723781,24399775.5723781,"Caragana arborescens"
"Potentilla reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,2,2473.28717025528,2,"Potentilla reptans"
"Pulmonaria officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5579866.16492891,9650765.30855013,9663090.87748123,9700020.33599402,9700020.33599402,2046144.09575046,"Pulmonaria officinalis"
"Carabus granulatus",NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,30.3805348413467,30.3805348413467,30.3805348413467,30.3805348413467,1,2,2,2,2,9320.88195639591,187878.5763082,519649.51200955,13913662.7389141,14801571.0117611,28039004.1661628,39806961.0338956,40092203.3516922,40254399.17312,"Carabus granulatus"
"Symphytum officinale",3146.24431459885,3146.24431459885,67.9993195821762,67.9993195821762,3095.43879906082,0.00798979388549924,0.00798979388549924,630.166079638694,630.166079638694,625.128769854735,625.128769854735,625.128769854735,0.356185088680685,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2,2,2,2,2,1,1,4695693.15707053,4939402.07525221,2005650.93073116,6592538.53389412,8750350.35750041,10305709.3761224,11214540.2013456,18107087.6646748,6140446.98254684,10571877.5195747,10571877.5195747,"Symphytum officinale"
"Trifolium campestre",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2575500.80717087,963058.132710265,12167460.9043872,16612633.1694247,28501904.4260883,37613473.7069687,38749226.1213207,37809579.5364282,"Trifolium campestre"
